item_code,item_description,main_category,sub_category,confidence,reasoning
SKAPR600NO49,AMANO STATION KEY NO.49,Security & Access Control,Guard Tour System,0.95,"Amano station keys are components of a guard tour system, used to verify patrol routes."
SKAPR600NO56,AMANO STATION KEY NO.56,Security & Access Control,Guard Tour System,0.95,"Amano station keys are components of a guard tour system, used to verify patrol routes."
SKAPR600NO31,AMANO STATION KEY NO.31,Security & Access Control,Guard Tour System,0.95,"Amano station keys are components of a guard tour system, used to verify patrol routes."
SKAPR600NO28,AMANO STATION KEY NO.28,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SKAPR600NO48,AMANO STATION KEY NO.48,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SKAPR600NO17,AMANO STATION KEY NO.17,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
R600NO65,AMANO STATION KEY NO.65,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SKAPR600NO37,AMANO STATION KEY NO.37,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SKAPR600NO10,AMANO STATION KEY NO.10,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SKAPR600NO53,AMANO STATION KEY NO.53,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SKAPR600NO15,AMANO STATION KEY NO.15,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SKAPR600NO50,AMANO STATION KEY NO.50,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SKAPR600NO27,AMANO STATION KEY NO.27,Security & Access Control,Guard Tour System,0.95,Amano station keys are used with guard tour systems to record checkpoints.
SPII58ACBCB,Spare Part iTBOX i58A Column Button Circuit Board,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
SPI52005500CFG,Spare Part iTBOX 5200 / 5500 Card Feed Gear,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
SPSMSIBZ,Spare Part iTBOX Black-z Stacker Motor Set,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
IMQ320A3,Spare Part iTBOX MQ-320A3 Hot Tube (Pair),Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
SPII52ACBCB,Spare Part iTBOX i52A Column Button Circuit Board,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
SPITS100ICPUMCB,Spare Part iTBOX TS100i CPU Main Circuit Board,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
SPII52PB,Spare Part iTBOX i52A/N Power Circuit Board,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
SPIG7IMCB,Spare Part iTBOX GOWO7i Main Circuit Board,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
SPII52NCBCB,Spare Part iTBOX i52N Column Button Circuit Board,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
52NLCMCB,Spare Part iTBOX i52N Lite CPU Main Circuit Board,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
SPINC2800MGUVBWS,Spare Part iTBOX NC-2800MG UV Board with Socket,Office Supplies & Consumables,Office Accessories,0.95,"Since the product is a spare part for a machine, it falls under Office Supplies & Consumables and is categorized as an Office Accessory."
LIFGK330,iTBOX FGK330 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product description clearly indicates a laminator machine, which falls under office equipment."
LIILAMIA3,iTBOX iLamiA3 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product description clearly indicates a laminator machine, which falls under office equipment."
LILM330C,iTBOX LM330C LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product description clearly indicates a laminator machine, which falls under office equipment."
LFSATURN3IA3,FELLOWES SATURN 3i A3  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product description clearly indicates a laminator machine, which falls under office equipment."
LULM330C,UMEI LM330C LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product description clearly indicates a laminator machine, which falls under office equipment."
LITQ320A,iTBOX TQ-320A LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product description clearly indicates a laminator machine, which falls under office equipment."
A3330CLM,AXPERT PDA3-330C LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product description clearly indicates a laminator machine, which falls under office equipment."
BCDGM290,CHUBB Model 290 DuoGuard Grade I Safe,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBCVM501,CHUBB MODEL 50 VIPER SAFE,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBCVM351,CHUBB MODEL 35 VIPER SAFE,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBATS2KLKCL,APS TS2 NIGHT DEPOSIT SAFE (KL & KCL),Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBCGS129,CHUBB GUARDIAN SIZE 1 SAFE (KL & KCL),Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SBLC31OK,LION CERES SAFE SERIES 31 OK,Security & Access Control,Safety Box,0.95,"The product description clearly indicates a safe, which falls under the Safety Box subcategory within Security & Access Control."
SE1128C3X25,EBA 1128C 3 x 25mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SMFLX201,FELLOWES LX201 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
S130CASM,PRIMUS PRS-130 CA SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SE2326C4X40,EBA 2326C 4 x 40mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SE3140C2X15,EBA 3140C 2 x 15mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SE1624C4X40,EBA 1624C 4 x 40mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SGXP420P,GBC XP420+ SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SE2326C,EBA 2326C 2 x 15mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
FS78MC01,FELLOWES 78Mc SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SMFLX220,FELLOWES LX220 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
ME3140S6,EBA 3140S 6mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SMFLX200,FELLOWES LX200 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SE1126C,EBA 1126C 3 x 25mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
SE3140C4X40,EBA 3140C 4 x 40mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under Office Equipment and specifically the Paper Shredder subcategory."
S257ACSM,ANT S2570C Shredder Machine,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
AS515MSM,ANT S515M Shredder Machine,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SMFLX211,FELLOWES LX211 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SMFLX210,FELLOWES LX210 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SMFLX221,FELLOWES LX221 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
GRDS2250,GBC RDS2250 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SFM8C001,FELLOWES M8C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
K3020CSM,KIMI 3020C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SF90S,FELLOWES 90S SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SMFPSM8C,FELLOWES M-8C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SGDUO001,GBC DUO SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SK2510C1,KIMI 2510C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SI2265,IDEAL 2265 SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SF60CS01,FELLOWES 60Cs SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SF46MS01,FELLOWES 46Ms SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
AS815CSM,ANT S815C Shredder Machine,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SI2270C,IDEAL 2270 CC 3 x 25mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
3CSM4530,HSM PURE 630C Shreder Machine 4.5 x 30mm,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
AS183CSM,ANT S1830C Shredder Machine,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SGA600M1,GBC Auto+600M SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SDPLUS,DINO PLUS SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
DDELUXE1,DINO DELUXE SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SDSTAR,DINO STAR SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SI2503C2X15,IDEAL 2503C 2 x 15mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SMK2610C,KIMI 2610C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SE2127C1,EBA 2127C 2 x 15mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SDSUPERGRAND,DINO SUPER GRAND SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SF53C,FELLOWES 53C SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
CCO215SM,IDEAL 4108 CC (OILER) 2 x 15mm SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
SF63CB,FELLOWES 63cb SHREDDER MACHINE,Office Equipment,Paper Shredder,0.95,"The product description clearly indicates a shredder machine, which falls under the Paper Shredder subcategory within Office Equipment."
FPA100CR,FINGERTEC TA100CR Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
FPFTA100C,FINGERTEC TA100C Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
FPFTA700,FINGERTEC TA700W Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
FPFAC900,FINGERTEC AC900 Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
FPFR2,FINGERTEC R2 Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
FPFH2I01,FINGERTEC H2i Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
FPFTA200P,FINGERTEC TA200 Plus Fingerprint Time Attendance Machine,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
PFAC100C,FINGERTEC AC100C Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
TTFSA250,TimeTera A250 Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
FPFTA500,FINGERTEC TA500 Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
FPFR3001,FINGERTEC R3 Fingerprint Time Attendance,Security & Access Control,Finger Print System,0.95,"The product is a fingerprint-based time attendance system, which falls under security and access control."
F1100LA3,GBC Fusion 1100L A3 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under office equipment."
F1000LA4,GBC Fusion 1000L A4 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under office equipment."
LFNEPTUNE3A3,FELLOWES NEPTUNE 3 A3  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under office equipment."
LGBCF3000LA3,GBC Fusion 3000L A3 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under office equipment."
LFJUPITER2A3,FELLOWES JUPITER 2 A3  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under office equipment."
LGBCIPA3,GBC Inspire Plus A3 Laminator,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under office equipment."
FVNA3LMS,FELLOWES VENUS A3 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
LGBC3000LA4,GBC Fusion 3000L A4 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
LGBC7000,GBC Fusion 7000L A3 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
LFCALIBREA3,FELLOWES CALIBRE A3  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
FAA3LM01,FELLOWES Amaris A3  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
MFPXA401,FELLOWES Pixel A4 Laminator Machine,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
LFVEN2A3,FELLOWES VENUS 2 A3  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
MFPXA301,FELLOWES Pixel A3 Laminator Machine,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
LFSATURN3IA4,FELLOWES SATURN 3i A4  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
FJA3LM23,FELLOWES JUPITER A3  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
LFCOSMIC2A4,FELLOWES COSMIC 2 A4  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
LFPROTEUSA3,FELLOWES PROTEUS A3  LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
P6000LA3,GBC Fusion Plus 6000L A3 LAMINATOR MACHINE,Office Equipment,Laminator Machine,0.95,"The product is a laminator machine, which falls under the Office Equipment category."
WMBSM410,WRITEBEST SM410 4'x10' MAGNETIC WHITE BOARD (Aluminium Frame),Office Equipment,White Board & Notice Board,0.95,"The product is a magnetic whiteboard, which falls under the category of white boards and notice boards used in offices."
MWB2X3SM23,WRITEBEST SM23 2'x3' MAGNETIC WHITE BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a magnetic whiteboard, which falls under the category of white boards and notice boards used in offices."
WMWBSM45,WRITEBEST SM45 4'x5' MAGNETIC WHITE BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a magnetic whiteboard, which falls under the category of white boards and notice boards used in offices."
MWBW4x6,WRITEBEST 4'x6' MAGNETIC WHITE BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a magnetic whiteboard, which falls under the category of white boards and notice boards used in offices."
MWB4X6SM46,WRITEBEST SM46 4'x6' MAGNETIC WHITE BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a magnetic whiteboard, which falls under the category of white boards and notice boards used in offices."
MWB3X3SM33,WRITEBEST SM33 3'x3' MAGNETIC WHITE BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a magnetic whiteboard, which falls under the category of white boards and notice boards used in offices."
MWBWSM484x8,SM48 4'x8' MAGNETIC WHITE BOARD (Aluminium Frame),Office Equipment,White Board & Notice Board,0.95,"The product is a magnetic whiteboard, which falls under the category of white boards and notice boards used in offices."
UEC285IR,UMEI EC-285IR NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NCIINOTE,iTBOX iNote NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NCEC48IR,UMEI EC-48IR NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NCINC510UV,iTBOX NC-510UV NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
02PMCNCM,VALUESCAN NC-M2500 2 Pocket Mix Count Note Counting Machine,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
C2800MGP,iTBOX NC-2800MG PLUS NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
TCN950UV,CrewTec CN-950UV NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NCUEC85IR,UMEI EC-85IR NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NCUEC45MG,UMEI EC-45MG NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NCUEC45I,UMEI EC-45i NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
EC55RNCM,UMEI EC-55IR Note Counting Machine,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NCMNC3500,MA NC-3500 VALUE COUNT NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NCIBLACKZ,iTBOX BLACK-Z NOTE COUNTING MACHINE,"IT, Retail & POS",Bank Note Counter,0.95,"The product is a note counting machine, which falls under the IT, Retail & POS category and specifically the Bank Note Counter subcategory."
NVB3X4VN34AF,WRITEBEST VN34 3'x4' NOTICE VELVET BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory and Office Equipment main category."
NFB4X6FB46AF,WRITEBEST FB46 4'x6' NOTICE FOAM BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory and Office Equipment main category."
NFB2X3FB23AF,WRITEBEST FB23 2'x3' NOTICE FOAM BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory and Office Equipment main category."
WNVBVN48,WRITEBEST VN48 4'x8' NOTICE VELVET BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory and Office Equipment main category."
G48WSGCA,WRITEBEST FG48 4'x8' NOTICE FOAM BOARD with SLIDING GLASS CABINET (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory and Office Equipment main category."
FB44NFBA,WRITEBEST FB44 4'x4' NOTICE FOAM BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory and Office Equipment main category."
SBWSB44,WRITEBEST SB44 4'x4' NOTICE SOFT BOARD (Aluminium Frame),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory and Office Equipment main category."
WBVB24AB,WRITEBEST VN24 2'x4' NOTICE VELVET BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory and Office Equipment main category."
SBWSB451,WRITEBEST SB45 4'x5' NOTICE SOFT BOARD (Aluminium Frame),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
NSBWGC4X8SG48AF,WRITEBEST SG48 4'x8' NOTICE SOFT BOARD with SLIDING GLASS CABINET (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
NVB4X6VN46AF,WRITEBEST VN46 4'x6' NOTICE VELVET BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
NFB3X4FB34AF,WRITEBEST FB34 3'x4' NOTICE FOAM BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
SBWSB461,WRITEBEST SB46 4'x6' NOTICE SOFT BOARD (Aluminium Frame),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
WBVB23AB,WRITEBEST VN24 2'x3' NOTICE VELVET BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
NFBFB353,WRITEBEST FB35 3'x5' NOTICE FOAM BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
VG45NVBS,WRITEBEST VG45 4'x5' NOTICE VELVET BOARD with SLIDING GLASS CABINET (Aluminium Frame),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
WNVBVN44,WRITEBEST VN44 4'x4' NOTICE VELVET BOARD (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
NFFB15AF,WRITEBEST FB15 1.5'x2' NOTICE FOAM BOARD (Aluminium Frame),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
NFBWGC34,WRITEBEST FG34 3'x4' NOTICE FOAM BOARD with SLIDING GLASS CABINET (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
8NFBSGCA,WRITEBEST TG48 4'x8' NOTICE FABRIC BOARD with SLIDING GLASS CABINET (Aluminium),Office Equipment,White Board & Notice Board,0.95,"The product is a notice board, which falls under the White Board & Notice Board subcategory within Office Equipment."
SHAF500C,HSM SECURIO AF500C SHREDDER MACHINE 4.5 x 30mm,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
SM22SMSM,GBC ShredMaster 22SM Micro Cut Shredder Machine,Office Equipment,Paper Shredder,0.95,"The product is a shredder machine, which falls under the Office Equipment category and specifically the Paper Shredder subcategory."
